company_size,annual_revenue_k,website_visits_30d,email_opens_30d,demo_requests_30d,form_submissions_30d,days_since_last_contact,lead_source,industry,decision_maker_engaged,converted
85,1342.48,12,3,1,1,6,outbound,healthcare,False,0
21,449.65,13,4,0,1,3,paid_search,healthcare,False,0
55,195.1,11,2,0,1,61,referral,saas,False,0
165,2300.4,11,7,0,0,59,organic,services,True,0
288,564.92,17,5,1,0,17,organic,healthcare,True,1
152,432.61,8,3,3,1,33,organic,ecommerce,False,1
21,2320.77,16,5,1,1,5,social,services,False,1
78,295.91,10,5,2,0,19,paid_search,saas,True,1
37,358.19,12,4,0,0,1,social,ecommerce,True,0
69,391.21,12,5,0,1,88,organic,healthcare,False,0
29,132.08,9,5,0,1,4,outbound,ecommerce,True,1
14,675.69,11,2,0,1,20,outbound,healthcare,False,0
41,229.9,16,5,0,2,2,organic,ecommerce,False,0
97,278.46,10,4,2,0,39,organic,saas,False,0
69,243.61,12,4,2,0,49,organic,saas,True,1
75,273.95,15,5,2,1,77,outbound,saas,True,1
65,212.96,9,3,0,0,34,organic,services,True,0
75,630.94,12,1,0,1,33,referral,healthcare,False,0
83,421.75,12,5,0,3,15,paid_search,healthcare,False,0
44,516.98,17,5,1,0,93,social,ecommerce,False,0
58,5186.36,9,5,0,1,27,referral,finance,False,0
220,421.76,9,5,2,1,3,referral,saas,False,1
61,902.3,15,0,1,2,75,outbound,ecommerce,False,0
56,1011.05,16,7,0,1,0,organic,finance,True,1
59,462.73,11,4,1,0,33,outbound,healthcare,False,0
46,647.94,13,5,1,1,7,organic,finance,False,0
39,503.05,14,4,0,3,100,referral,services,False,0
65,603.39,13,3,1,1,59,outbound,services,False,0
36,274.1,15,2,1,4,25,social,saas,False,1
49,300.6,10,4,1,1,32,social,saas,False,0
29,501.16,17,1,3,1,20,paid_search,saas,True,1
60,68.59,16,4,0,2,20,paid_search,finance,False,0
87,2199.69,9,6,0,0,28,paid_search,services,False,0
46,4276.36,14,4,1,1,6,referral,services,False,0
11,584.26,15,4,0,1,23,paid_search,ecommerce,True,0
88,958.6,10,4,0,0,31,paid_search,services,False,0
60,1452.52,15,4,0,1,29,paid_search,healthcare,False,1
25,131.02,17,4,2,2,48,paid_search,services,False,0
101,1246.73,13,2,1,0,31,paid_search,healthcare,False,0
18,321.68,12,3,0,0,6,organic,saas,False,0
126,4869.39,11,7,0,0,11,outbound,saas,False,1
52,408.19,10,8,0,2,19,referral,services,False,0
9,1221.92,10,3,0,1,12,organic,ecommerce,False,1
63,412.23,12,5,0,2,23,social,ecommerce,True,1
39,4432.38,19,5,0,1,12,outbound,ecommerce,False,0
35,295.2,8,2,2,1,1,organic,ecommerce,False,1
30,1579.86,12,0,1,3,23,organic,services,False,0
49,922.12,16,7,0,1,27,organic,saas,True,1
37,738.27,23,1,0,1,7,organic,saas,False,0
12,619.56,9,2,0,1,44,social,finance,False,0
151,252.9,14,8,0,0,51,outbound,healthcare,False,0
45,37.11,10,3,0,2,15,organic,saas,False,0
30,1442.87,10,2,0,0,16,social,saas,False,0
22,302.22,10,4,0,1,76,organic,saas,False,0
101,1587.0,11,3,0,1,56,referral,ecommerce,True,0
19,700.43,18,5,0,1,46,social,saas,False,0
61,1636.4,7,3,0,0,13,paid_search,saas,False,0
34,1098.71,13,6,0,0,87,organic,finance,True,0
36,41.9,12,4,0,2,49,referral,services,False,1
23,911.32,17,5,1,0,11,outbound,services,False,0
33,349.44,12,4,0,0,5,paid_search,ecommerce,False,0
55,1579.73,14,5,1,1,6,organic,ecommerce,False,1
66,889.99,13,2,1,3,0,organic,services,False,0
29,900.52,9,4,1,1,14,referral,finance,False,0
51,375.31,12,3,2,1,5,referral,healthcare,False,1
111,197.83,9,6,0,0,26,social,ecommerce,False,0
14,319.61,8,1,0,0,28,social,ecommerce,False,0
54,81.46,11,2,2,4,20,outbound,healthcare,False,0
26,273.05,15,4,1,1,18,outbound,healthcare,False,0
24,113.96,9,4,0,0,24,organic,saas,False,0
67,117.01,8,3,1,1,49,referral,services,False,0
35,553.62,8,2,0,2,37,paid_search,healthcare,True,0
21,840.54,9,4,0,0,49,paid_search,healthcare,False,0
158,477.33,14,5,0,1,53,outbound,saas,True,0
114,299.23,14,5,1,0,12,social,finance,False,0
12,191.06,7,6,0,1,6,outbound,finance,True,0
17,358.82,16,2,0,1,29,paid_search,saas,True,0
88,216.54,8,6,1,3,21,referral,healthcare,False,1
43,462.74,14,7,0,1,89,referral,finance,False,0
181,107.61,10,6,0,1,3,organic,services,True,0
89,993.58,16,3,0,1,34,organic,saas,False,0
69,279.49,11,2,1,3,12,referral,services,False,1
24,717.85,10,4,1,3,42,organic,ecommerce,False,0
81,1196.58,10,3,0,0,28,outbound,saas,False,0
20,683.94,7,2,1,2,18,organic,saas,False,0
155,1095.68,13,3,0,2,4,organic,saas,False,0
77,62.39,17,5,1,1,106,social,ecommerce,True,0
28,301.01,15,1,1,1,23,organic,healthcare,False,1
104,1484.86,8,4,0,2,5,outbound,finance,False,0
328,819.94,19,9,0,2,32,social,saas,False,0
46,3128.98,15,2,0,1,102,organic,services,False,0
85,2709.12,10,0,0,3,4,social,saas,False,0
39,664.87,10,6,0,2,4,referral,healthcare,True,1
58,382.99,10,4,4,0,21,social,services,True,1
16,188.96,13,4,1,0,19,outbound,services,False,0
55,306.19,7,4,1,2,19,social,healthcare,False,1
57,327.59,10,0,1,0,9,referral,finance,False,1
230,272.26,5,4,1,0,25,paid_search,saas,False,0
13,196.7,15,2,0,1,37,social,saas,True,0
44,736.26,12,4,0,2,11,outbound,ecommerce,True,0
153,2688.23,12,3,2,1,22,referral,saas,False,0
45,1252.95,13,5,1,4,44,social,ecommerce,False,0
48,356.94,16,3,3,4,0,paid_search,saas,False,1
28,1358.35,22,5,1,1,13,social,services,False,0
26,696.91,11,4,0,0,40,outbound,services,False,0
13,473.09,11,6,0,3,11,organic,services,False,1
33,444.47,13,4,0,0,37,organic,finance,True,0
25,403.45,21,8,0,4,39,referral,saas,False,1
60,944.89,11,5,0,0,15,referral,saas,False,1
29,566.61,9,3,0,0,5,referral,finance,False,0
37,237.84,14,2,1,2,10,organic,healthcare,True,1
38,226.59,12,6,0,2,41,paid_search,ecommerce,False,0
53,669.08,14,1,2,2,17,referral,healthcare,False,1
36,756.46,11,6,1,2,6,referral,healthcare,True,1
23,360.27,5,3,2,3,1,social,saas,False,0
58,158.86,13,4,3,0,2,social,ecommerce,True,1
128,1721.52,7,5,0,2,17,referral,ecommerce,False,1
61,1392.15,15,5,1,2,23,social,healthcare,False,0
34,67.53,17,3,1,2,64,referral,services,False,1
49,1881.05,8,1,0,0,16,referral,healthcare,False,0
11,399.82,14,4,0,0,107,referral,finance,True,0
49,595.85,12,4,1,1,8,organic,services,False,1
40,1537.98,9,12,0,1,28,paid_search,saas,False,0
26,2572.26,12,2,1,1,30,referral,finance,False,1
30,1343.27,12,3,0,0,24,outbound,healthcare,False,0
39,627.05,9,3,0,1,13,social,healthcare,False,0
121,124.51,10,1,1,2,42,organic,saas,False,0
131,64.96,11,5,1,2,24,referral,services,False,0
26,1185.78,12,2,1,1,58,organic,services,False,1
36,1885.65,6,5,0,1,16,social,saas,False,0
37,218.19,13,3,0,0,10,outbound,saas,False,0
104,376.24,12,2,0,3,9,referral,saas,False,0
61,282.23,8,2,1,3,41,referral,finance,False,0
59,274.82,17,5,0,2,8,paid_search,healthcare,False,0
84,1443.7,10,2,1,3,36,paid_search,saas,True,0
34,613.01,11,5,1,1,20,outbound,services,False,0
163,391.83,10,1,2,3,5,social,ecommerce,False,1
55,7027.03,14,3,1,1,55,referral,ecommerce,False,0
28,117.4,17,6,0,3,33,paid_search,ecommerce,False,0
45,852.28,11,4,0,3,9,organic,healthcare,False,0
146,172.61,9,6,0,0,2,organic,healthcare,False,0
39,420.97,9,4,2,0,36,organic,ecommerce,True,0
117,571.71,11,5,0,3,48,paid_search,ecommerce,False,0
33,1146.65,13,5,1,1,10,outbound,services,False,0
30,379.49,7,3,1,1,62,referral,healthcare,False,0
93,341.4,13,8,0,1,1,organic,services,False,0
27,372.75,2,6,0,2,30,organic,healthcare,False,0
105,167.34,10,4,0,1,2,paid_search,finance,False,1
72,927.33,10,5,1,1,18,outbound,ecommerce,False,0
27,652.84,10,5,0,1,35,paid_search,finance,False,0
52,761.41,9,3,0,0,33,social,ecommerce,False,0
35,459.65,11,7,1,1,46,outbound,saas,False,0
72,406.31,10,4,0,0,26,organic,saas,False,0
247,1596.55,11,4,3,0,149,referral,saas,False,1
41,1368.93,6,3,0,1,7,outbound,services,False,0
84,2027.99,9,3,1,1,35,paid_search,services,True,0
56,715.22,20,3,2,5,55,organic,finance,True,1
56,1905.81,13,7,2,3,52,outbound,saas,True,0
48,325.03,12,7,0,2,10,outbound,services,False,1
27,403.09,14,6,0,1,2,referral,finance,False,1
71,1627.99,11,4,0,0,22,referral,ecommerce,False,1
43,1145.3,8,8,1,0,29,organic,healthcare,False,0
26,368.54,12,5,2,1,52,outbound,finance,True,1
123,173.08,12,3,0,0,18,referral,saas,False,1
59,401.83,15,5,1,2,60,organic,healthcare,False,1
45,248.42,10,4,1,0,22,social,finance,True,0
160,2764.19,7,6,0,0,27,outbound,saas,False,0
13,1053.68,11,2,1,1,30,outbound,ecommerce,True,0
151,229.08,12,1,1,0,9,paid_search,healthcare,False,0
27,173.3,10,4,0,1,65,organic,finance,False,0
65,226.26,9,5,0,3,94,outbound,services,False,0
34,281.79,18,4,0,3,14,outbound,services,True,1
26,417.09,15,6,1,2,10,referral,healthcare,False,0
156,1501.99,11,5,3,0,15,referral,healthcare,False,1
241,187.44,4,6,0,2,77,paid_search,healthcare,False,0
46,4863.61,15,8,0,1,17,paid_search,healthcare,False,0
71,191.85,17,3,1,0,16,organic,saas,False,1
57,120.42,20,5,1,1,15,organic,finance,False,0
218,2665.92,8,2,1,1,38,organic,finance,False,0
10,1846.88,11,4,0,1,9,outbound,healthcare,False,0
74,410.61,10,4,1,0,17,organic,services,True,1
31,721.5,7,4,0,0,8,organic,finance,True,0
8,739.94,13,5,0,2,20,referral,ecommerce,True,1
41,564.94,12,11,2,0,5,organic,saas,True,1
239,134.76,16,3,3,0,1,organic,saas,False,0
32,41.18,13,4,1,1,18,referral,ecommerce,True,0
103,211.72,13,1,0,1,5,paid_search,ecommerce,True,0
142,3029.5,8,4,0,1,30,referral,saas,False,1
54,3150.81,9,5,0,0,9,outbound,saas,True,1
60,379.24,11,3,0,3,34,organic,saas,False,1
14,189.05,10,8,0,3,11,outbound,finance,False,1
31,650.75,19,4,0,2,16,outbound,finance,False,0
113,764.32,15,7,0,1,1,outbound,ecommerce,True,1
57,898.49,10,2,0,1,87,referral,saas,True,0
73,39.37,15,6,1,1,10,referral,saas,True,0
61,11588.36,13,2,0,3,6,referral,saas,False,1
315,1529.16,10,5,0,0,2,social,ecommerce,False,0
39,404.29,14,4,1,1,7,organic,saas,False,0
197,240.21,11,7,0,3,43,outbound,ecommerce,True,0
61,1322.54,9,6,0,2,30,referral,services,False,1
212,808.67,16,6,1,1,28,social,healthcare,False,0
20,540.31,12,3,1,0,13,paid_search,services,False,0
63,779.25,8,8,0,0,9,organic,saas,True,1
40,440.22,17,6,1,3,12,referral,ecommerce,True,0
61,736.47,6,4,1,1,11,referral,services,True,0
145,1018.78,17,6,2,1,27,paid_search,ecommerce,False,0
74,694.59,11,2,0,1,42,paid_search,healthcare,True,0
145,659.13,14,1,0,0,44,organic,services,True,0
32,1983.98,12,5,2,4,3,referral,healthcare,True,1
28,99.77,11,3,0,2,123,paid_search,ecommerce,False,0
55,221.88,8,2,2,1,7,outbound,healthcare,False,1
53,506.01,9,3,0,1,68,organic,saas,True,0
47,237.49,14,3,0,1,13,paid_search,saas,False,0
25,331.61,13,7,0,2,89,paid_search,saas,False,0
142,1786.01,11,3,0,2,23,referral,services,False,1
41,424.55,15,3,1,1,46,referral,finance,True,0
171,79.11,18,4,1,0,27,referral,ecommerce,False,0
55,322.68,16,3,1,2,1,outbound,saas,False,0
92,522.23,11,5,0,2,33,paid_search,finance,False,0
85,512.7,17,4,0,0,22,social,services,False,0
28,859.23,15,5,1,1,23,organic,ecommerce,False,0
73,791.86,12,7,1,2,1,paid_search,ecommerce,False,0
255,428.88,15,9,0,2,3,paid_search,services,False,0
67,149.45,11,4,1,1,49,organic,services,False,1
112,316.99,14,4,0,1,31,referral,services,False,1
95,264.34,9,2,0,0,2,social,ecommerce,False,0
70,370.52,20,7,2,2,29,social,saas,False,1
63,983.55,11,3,0,2,1,referral,ecommerce,False,0
85,738.12,14,4,1,0,14,referral,ecommerce,False,0
101,1123.28,11,4,0,1,40,paid_search,services,False,0
19,335.6,13,3,0,0,38,organic,saas,False,0
67,2226.89,9,4,2,1,119,organic,healthcare,False,0
47,965.69,10,5,0,0,73,social,services,False,0
40,551.28,15,7,2,1,13,outbound,services,False,1
154,900.86,15,9,1,0,1,organic,finance,False,0
30,250.7,11,2,0,1,23,referral,services,True,1
18,59.81,17,7,1,1,41,social,saas,False,1
103,268.62,12,5,0,0,22,outbound,ecommerce,False,0
18,1040.5,14,1,0,1,11,referral,saas,False,0
12,533.9,18,4,1,1,3,referral,services,True,1
113,429.73,15,5,2,5,21,social,services,True,1
62,211.06,10,0,1,0,19,outbound,saas,False,0
80,69.7,10,0,0,0,45,organic,saas,True,1
38,2048.46,10,2,0,2,51,outbound,ecommerce,False,0
18,400.26,17,4,1,0,28,organic,ecommerce,False,0
21,320.69,14,3,1,0,7,outbound,services,True,0
44,251.73,23,4,1,1,49,organic,saas,False,0
20,1727.66,12,4,1,3,93,organic,finance,False,0
70,1189.57,13,3,1,0,30,organic,healthcare,True,1
38,187.31,18,5,0,0,18,paid_search,ecommerce,False,0
63,1578.99,8,4,1,3,9,paid_search,saas,False,0
62,426.21,9,3,0,1,4,organic,services,True,0
74,267.59,13,5,0,1,7,paid_search,healthcare,True,1
81,367.38,16,2,0,0,27,paid_search,ecommerce,False,1
41,225.14,16,6,0,0,30,social,ecommerce,False,0
63,131.52,10,6,1,3,2,outbound,services,True,1
66,1070.77,15,3,0,1,10,social,services,False,0
8,395.16,9,4,1,1,7,organic,services,False,0
92,913.43,14,5,1,2,31,paid_search,healthcare,True,0
62,656.69,10,1,0,0,76,outbound,services,False,0
86,852.81,14,3,1,0,50,organic,ecommerce,False,0
20,63.69,9,1,1,0,14,paid_search,finance,False,0
42,207.11,15,7,1,2,9,outbound,ecommerce,True,1
23,870.76,17,6,2,0,51,outbound,healthcare,True,0
99,137.71,16,1,0,0,9,paid_search,services,False,0
18,715.56,15,7,1,1,16,social,services,True,0
26,122.65,4,6,1,1,8,paid_search,healthcare,True,0
84,500.92,6,8,1,0,25,social,healthcare,True,0
33,2465.11,15,4,0,1,9,organic,services,True,1
26,1069.13,15,4,3,1,2,organic,services,True,1
113,77.42,19,6,1,1,15,referral,finance,False,0
117,1150.98,10,2,1,2,3,organic,saas,False,1
97,3047.99,12,5,1,0,12,social,ecommerce,True,0
108,8078.94,12,2,0,1,38,paid_search,services,True,1
45,792.41,14,2,0,0,6,outbound,finance,False,0
46,125.91,16,6,0,0,119,outbound,finance,False,0
33,761.03,6,1,1,1,10,referral,finance,False,0
62,2430.94,9,3,0,0,29,social,ecommerce,False,0
36,408.67,10,3,0,1,14,paid_search,ecommerce,False,0
39,1398.43,13,5,0,0,2,referral,services,True,1
88,212.81,15,3,0,2,2,organic,ecommerce,False,0
141,715.05,17,5,1,2,32,outbound,finance,False,0
75,40.87,5,4,0,3,24,outbound,finance,False,1
229,190.5,15,5,0,1,78,outbound,services,False,0
31,489.74,8,1,1,0,36,outbound,ecommerce,False,0
13,342.63,14,2,1,1,43,outbound,finance,False,0
97,134.21,9,8,0,0,18,organic,saas,True,0
29,298.97,8,4,1,2,64,outbound,saas,True,0
44,685.16,14,4,1,0,6,referral,ecommerce,False,1
13,452.04,12,1,1,1,3,paid_search,saas,False,1
27,523.71,20,3,0,1,39,referral,services,False,0
16,1024.51,13,0,2,0,35,paid_search,services,False,0
39,349.62,10,3,1,2,25,paid_search,saas,False,0
40,1918.27,17,2,1,1,3,organic,services,False,1
59,183.23,8,2,1,1,6,organic,healthcare,False,0
147,3388.03,15,2,1,1,17,referral,finance,False,1
94,1499.73,9,11,0,1,9,outbound,services,False,0
15,345.16,11,3,1,0,17,referral,healthcare,False,1
89,368.96,17,5,0,0,2,referral,saas,False,0
60,605.91,14,6,1,0,19,paid_search,saas,True,0
50,896.65,15,3,0,3,12,paid_search,healthcare,False,0
54,1472.25,13,4,1,1,15,organic,services,False,0
64,128.95,10,5,0,2,31,outbound,healthcare,False,0
31,763.14,8,2,0,0,37,organic,ecommerce,True,0
47,59.35,8,4,0,2,8,social,saas,False,0
141,412.69,5,5,0,1,2,social,services,False,0
31,2108.88,10,2,1,2,0,referral,ecommerce,False,0
24,119.39,12,8,1,1,46,outbound,finance,False,0
52,99.56,12,5,1,0,3,paid_search,finance,False,0
22,614.49,13,2,2,1,17,outbound,ecommerce,False,0
14,1973.23,12,1,1,0,57,social,saas,False,0
41,682.25,10,9,0,2,35,social,ecommerce,False,0
174,73.36,9,3,1,0,1,social,ecommerce,False,0
53,91.55,6,4,0,0,30,outbound,finance,False,0
63,543.35,12,4,0,1,14,outbound,services,False,0
10,151.53,9,3,2,1,6,paid_search,saas,True,1
78,564.92,11,6,0,2,52,outbound,healthcare,True,0
59,599.44,15,3,0,1,8,social,saas,False,0
32,301.94,12,1,1,0,17,paid_search,saas,False,0
63,3025.27,13,3,0,2,8,outbound,finance,True,0
63,889.33,9,5,1,0,16,paid_search,finance,True,1
23,1655.06,18,2,0,1,7,referral,finance,False,0
71,1237.17,10,5,1,1,6,organic,saas,False,0
142,424.08,12,2,0,3,28,organic,healthcare,True,0
45,405.68,15,1,1,0,25,outbound,ecommerce,False,0
27,365.91,8,1,1,1,1,paid_search,services,True,1
47,973.7,10,3,0,2,18,paid_search,finance,False,0
108,257.14,9,2,1,1,79,organic,services,True,0
20,2765.66,11,7,0,0,140,referral,saas,False,0
87,233.72,9,10,0,1,21,outbound,ecommerce,True,0
32,610.62,11,1,1,0,38,outbound,finance,False,0
66,391.87,16,3,1,1,14,organic,ecommerce,True,1
35,313.94,11,2,0,1,43,referral,healthcare,False,0
35,4325.78,9,9,0,1,69,paid_search,healthcare,False,0
185,317.65,13,10,0,2,145,referral,services,False,0
18,363.32,14,5,0,0,42,paid_search,saas,False,0
81,253.63,12,4,1,1,5,paid_search,services,False,0
218,513.39,11,0,1,1,29,referral,ecommerce,True,0
94,445.28,13,5,0,2,8,referral,ecommerce,True,1
19,160.89,6,3,0,0,96,referral,healthcare,False,0
20,322.35,12,6,1,0,13,referral,ecommerce,True,0
30,906.59,9,5,0,3,17,outbound,services,True,0
62,1376.07,13,5,0,2,8,social,services,False,0
65,504.72,12,3,0,0,6,paid_search,services,True,1
20,522.69,14,2,2,0,61,outbound,services,False,0
27,343.44,16,2,0,3,15,outbound,finance,False,0
29,298.14,8,7,1,0,2,organic,ecommerce,False,0
47,196.45,13,5,0,2,25,referral,services,True,0
267,103.89,11,2,0,1,8,paid_search,saas,False,0
26,244.09,16,6,2,2,49,social,services,False,0
25,1216.89,13,3,0,2,28,organic,healthcare,False,1
22,322.33,12,3,1,1,27,social,finance,False,0
91,348.62,14,9,0,0,8,paid_search,ecommerce,False,1
53,341.9,12,3,0,0,48,referral,ecommerce,False,0
27,1710.79,18,6,0,0,9,outbound,saas,False,1
41,194.73,13,4,0,1,62,paid_search,ecommerce,False,0
29,650.05,8,4,0,0,6,outbound,ecommerce,False,0
69,460.14,15,4,1,2,82,outbound,saas,False,0
468,527.38,15,3,1,0,44,outbound,saas,False,1
85,629.14,9,3,1,1,26,organic,healthcare,False,0
51,521.74,14,1,1,0,34,outbound,ecommerce,False,0
32,1089.01,18,3,0,2,66,organic,services,False,0
19,478.54,11,1,0,0,47,paid_search,saas,False,0
98,2819.67,12,2,1,1,39,outbound,healthcare,True,0
94,515.16,13,7,0,2,87,social,saas,False,0
38,89.71,11,2,0,2,36,referral,healthcare,False,0
144,932.91,9,3,0,1,20,paid_search,healthcare,False,0
56,729.31,16,10,0,0,79,outbound,healthcare,False,0
101,509.05,21,2,1,1,7,social,ecommerce,False,0
69,380.1,15,5,2,2,0,paid_search,healthcare,False,1
47,59.46,10,2,0,2,23,outbound,saas,False,0
25,70.33,16,5,0,0,41,organic,ecommerce,True,0
49,2559.38,12,3,1,1,38,organic,ecommerce,False,0
107,274.38,14,6,0,1,21,referral,finance,False,1
36,1294.16,8,4,0,1,14,outbound,ecommerce,False,0
78,99.18,11,5,0,3,13,organic,finance,True,0
23,172.97,10,3,0,0,11,organic,ecommerce,True,0
102,971.31,10,8,1,0,12,organic,saas,False,1
70,444.74,19,2,3,0,10,outbound,ecommerce,False,1
21,843.59,12,2,0,1,41,organic,saas,True,0
46,486.08,7,2,0,2,35,referral,healthcare,False,0
115,400.35,9,7,1,1,17,outbound,services,False,0
20,249.62,11,3,0,1,6,organic,finance,False,0
23,149.31,10,3,0,1,180,referral,ecommerce,True,0
52,2003.6,7,0,0,0,32,referral,saas,False,1
301,2362.11,15,5,0,1,28,outbound,services,True,0
32,174.39,11,6,0,3,3,paid_search,saas,False,1
81,163.35,11,1,0,2,180,paid_search,ecommerce,False,0
67,348.01,11,3,1,1,3,organic,services,False,0
34,692.59,9,4,0,1,41,social,ecommerce,False,0
62,410.83,12,5,1,2,23,social,saas,False,1
38,812.02,13,0,0,3,31,organic,ecommerce,False,0
41,469.07,12,2,1,0,3,paid_search,healthcare,False,0
14,439.38,7,6,1,1,75,outbound,saas,False,1
54,5503.17,15,5,0,3,38,organic,finance,False,0
112,291.43,11,5,0,1,12,paid_search,ecommerce,True,1
57,2540.07,11,2,3,0,15,referral,ecommerce,False,0
131,2094.07,13,3,1,1,4,paid_search,saas,False,0
87,815.74,13,4,0,0,1,paid_search,services,True,1
52,71.8,5,6,0,0,3,paid_search,ecommerce,False,0
33,508.29,12,3,0,3,16,organic,finance,False,0
37,294.51,8,9,0,1,8,referral,ecommerce,False,0
17,502.75,14,6,1,0,27,social,saas,True,0
44,170.21,11,3,3,1,59,referral,ecommerce,True,1
61,1049.7,7,3,0,2,95,organic,healthcare,False,0
215,1319.47,7,2,1,0,19,outbound,ecommerce,False,0
83,1587.67,10,4,0,1,9,organic,services,True,1
27,336.24,15,2,1,2,24,social,services,False,1
17,170.81,16,5,0,1,17,paid_search,finance,False,1
46,700.42,11,5,0,1,78,social,healthcare,False,0
105,2852.85,13,7,0,2,8,organic,healthcare,False,0
46,528.15,9,7,0,1,0,organic,healthcare,False,0
84,774.56,14,4,0,3,4,referral,ecommerce,False,1
47,389.58,12,2,2,1,19,organic,services,False,0
97,297.83,11,5,0,0,7,organic,services,True,0
15,951.72,14,0,2,1,20,social,ecommerce,False,1
197,443.16,11,3,2,0,2,outbound,services,True,1
22,737.69,18,5,1,0,13,organic,services,True,0
103,818.53,11,1,1,2,8,outbound,ecommerce,False,0
44,697.51,11,4,1,1,8,social,services,False,1
50,860.79,18,0,0,0,44,outbound,saas,False,0
45,209.98,12,4,0,1,4,social,saas,False,0
67,197.55,12,2,0,1,19,social,ecommerce,False,0
79,472.19,14,2,1,1,2,referral,healthcare,False,0
127,483.69,14,3,2,0,4,social,ecommerce,True,1
168,292.27,13,4,2,1,17,outbound,services,True,1
71,627.03,9,9,2,0,7,organic,ecommerce,True,1
215,1221.97,11,4,0,1,10,paid_search,ecommerce,False,1
59,1615.68,16,1,0,2,26,organic,healthcare,True,1
129,2022.85,13,4,0,0,26,outbound,saas,True,0
77,132.32,11,3,1,1,55,paid_search,finance,True,1
35,154.01,11,5,0,0,14,social,ecommerce,False,0
63,368.84,12,4,0,1,34,outbound,services,False,0
82,533.94,10,5,1,1,7,outbound,finance,False,0
53,388.22,9,4,1,2,22,organic,saas,False,1
76,283.54,14,7,0,1,10,social,saas,False,0
109,363.43,10,5,2,0,16,outbound,saas,False,0
54,798.96,13,5,1,1,35,organic,services,True,0
5,130.37,11,3,2,0,14,social,finance,False,0
209,5132.55,13,4,0,1,4,paid_search,ecommerce,False,0
43,503.2,10,5,1,0,85,referral,saas,False,0
28,1409.3,16,6,0,0,65,referral,services,False,0
22,275.89,10,5,1,0,46,paid_search,saas,False,0
42,875.11,12,5,0,1,24,organic,finance,False,0
35,544.62,11,4,0,0,15,organic,finance,False,0
30,1160.73,13,3,3,2,5,organic,ecommerce,False,1
32,403.98,12,2,0,1,44,referral,healthcare,False,0
83,2325.21,8,2,2,1,24,paid_search,saas,False,1
277,110.82,13,4,0,1,9,organic,ecommerce,False,0
105,1273.31,14,6,1,0,5,social,services,True,1
134,554.86,19,1,1,1,17,social,finance,True,0
40,177.98,11,5,1,0,19,referral,services,False,1
59,3470.54,13,2,0,1,28,outbound,healthcare,True,0
77,3129.72,14,5,0,0,24,paid_search,saas,False,0
32,61.94,9,6,0,1,15,outbound,finance,False,0
39,588.03,7,6,1,2,11,organic,healthcare,False,0
108,997.91,10,2,0,0,49,social,saas,True,0
131,766.4,7,4,1,1,6,outbound,ecommerce,False,0
58,2242.91,16,1,1,0,18,outbound,healthcare,False,0
21,1821.9,14,6,2,0,0,referral,finance,False,1
43,642.38,11,5,3,0,60,referral,saas,False,0
17,4803.52,14,3,0,1,17,paid_search,services,True,1
58,1257.46,8,4,0,2,16,social,ecommerce,False,0
67,346.74,13,0,1,1,28,social,ecommerce,False,0
44,283.62,10,2,0,2,22,outbound,saas,False,0
66,1708.45,9,4,0,0,1,referral,services,True,0
76,222.97,12,6,0,0,10,organic,ecommerce,False,0
67,327.1,12,2,0,1,15,referral,healthcare,True,0
21,387.78,13,1,0,2,54,organic,saas,False,0
45,703.21,20,3,0,1,54,organic,finance,False,0
76,406.08,10,0,0,3,19,paid_search,finance,False,0
193,132.03,14,5,1,0,9,social,ecommerce,False,0
44,1575.11,14,5,1,1,67,organic,services,False,0
85,328.85,11,2,1,1,4,organic,saas,True,1
110,3714.26,16,1,0,0,5,organic,saas,False,1
47,667.8,16,5,0,0,3,outbound,healthcare,False,0
137,1749.71,13,3,1,0,2,social,finance,False,0
143,925.99,11,5,0,0,1,organic,ecommerce,True,1
165,1835.47,12,2,0,1,2,organic,healthcare,False,1
79,871.61,8,3,0,1,11,referral,ecommerce,False,1
361,623.39,10,4,0,1,37,paid_search,healthcare,False,1
33,1470.32,16,2,0,1,11,referral,finance,False,0
299,5919.29,10,3,0,1,28,paid_search,services,False,0
101,376.23,15,5,0,2,3,outbound,ecommerce,False,0
160,1091.08,17,7,1,1,89,paid_search,healthcare,True,0
42,490.17,8,3,1,0,26,social,healthcare,True,0
107,817.34,17,6,0,2,49,organic,ecommerce,False,0
171,513.97,13,2,1,3,14,outbound,ecommerce,False,0
23,56.95,10,3,0,0,24,outbound,services,False,0
48,403.35,14,2,0,0,9,social,saas,True,0
10,1338.83,9,4,2,0,145,paid_search,finance,True,0
47,229.25,9,2,0,0,18,organic,saas,False,0
28,1237.62,15,10,1,2,3,outbound,services,True,1
46,592.06,15,3,1,1,22,social,saas,True,0
566,406.88,20,5,0,2,108,organic,services,False,0
216,1219.04,16,0,2,1,61,paid_search,finance,True,1
17,973.63,10,6,0,0,5,paid_search,saas,True,1
85,750.36,13,6,2,0,4,outbound,finance,False,0
103,1360.9,11,5,1,1,10,social,healthcare,False,0
42,603.71,7,6,1,0,2,referral,ecommerce,True,0
63,95.14,16,2,1,0,19,referral,ecommerce,False,0
68,337.61,10,3,0,1,9,paid_search,finance,False,0
19,81.09,15,2,1,0,32,paid_search,finance,False,0
24,950.86,7,7,1,1,27,organic,ecommerce,True,1
63,1207.37,14,1,1,0,49,social,services,False,0
